id_poliza,fecha_emision,id_cliente,id_corredor,id_aseguradora,id_tipo_seguro,prima,comision,monto_asegurado
11605,2025-10-22,800,8,7,6,"330,58",,
11616,07/01/2025,1746,41,12,11,1331.51,173.17,
11623,09-17-25,1750,26,8,4,763.19,"63,89",
11630,01-01-2026,2438,40,1,10,"125,42",173.15,
11645,10-12-25,1776,99,15,1,1666.51,-,
11649,,351,68,2,3,"1.472,28",95.15,
11651,2025/07/08,787,59,11,8,,129.86,
11653,20/02/2025,716,13,9,7,,,
11659,2025-01-17,2947,46,9,12,,-,
11665,08-04-25,2028,41,3,5,"1,973.69",,
11667,2025-04-14,308,38,3,12,-,,
11669,27/02/2025,694,50,15,1,1638.35,117.04,
11675,2025/04/19,1042,14,8,1,,164.75,
11677,2025-02-10,484,61,4,2,"968,13",,
11681,10-25-25,251,4,14,2,760.89,106.41,
11691,21/06/2025,1654,76,6,6,1694.13,,
11699,2025-06-06,927,45,9,11,1342.81,"208,93",
11706,02-05-25,57,47,5,11,1760.36,228.36,
11713,28-01-2025,509,42,2,6,"1,369.06",,
11715,2025/09/03,2669,32,14,9,"1,622.58",-,
11719,2025-06-20,1832,2,10,3,457.74,"59,41",
11724,01-14-26,273,34,6,4,1088.78,133.96,
11733,2025-03-09,2493,10,13,8,608.74,117.33,
11738,18/01/2025,2805,4,11,2,718.92,127.94,
11741,11/02/2026,477,37,8,11,-,,
11751,2025/08/24,2100,39,13,7,"1,802.86",,
11766,2026/01/27,182,42,10,8,449.75,-,
11780,,1772,10,13,3,1151.70,137.70,
11781,26-02-2025,704,6,12,9,163.45,14.53,
11783,31/03/2025,1033,51,4,6,-,31.75,
11798,2025/05/04,866,1,12,9,1982.38,"439,07",
11799,05/02/2026,629,53,2,6,"1,556.17","254,12",
11804,2025/11/01,2849,10,3,4,"1,969.01",322.80,
11808,,1441,12,12,11,"1.830,15",,
11816,14-06-2025,1903,3,7,3,1291.03,300.22,
11830,24-01-2026,2138,30,6,6,51.92,"11,78",
11831,18/04/2025,256,66,13,1,136.05,17.74,
11841,23/01/2026,284,73,10,1,-,76.28,
11855,28/02/2025,2755,54,6,2,"623,05",71.01,
11864,09/10/2025,316,48,3,3,113.30,,
11902,,1621,53,13,10,"1,938.81",472.11,
11909,12-18-25,2718,78,14,5,1846.97,-,
11921,07-25-25,1841,63,13,9,"1.311,42",320.78,
11929,2026-02-09,306,50,2,5,113.79,,
11942,06-11-25,1371,37,14,7,683.40,161.32,
11946,10-09-25,2758,42,3,8,366.78,,
11975,2025-11-07,2156,48,2,9,"1,001.97",158.15,
11977,2025/04/24,1891,41,2,6,"978,07",107.66,
11988,2025-05-17,2815,59,2,3,842.12,"60,32",
12003,10-01-2026,357,3,5,11,"1,253.91","119,46",
12005,06/02/2025,1394,59,3,9,"1.132,97",89.37,
12011,08/02/2026,2982,59,1,9,454.16,112.24,
12024,03-01-25,491,48,7,9,"540,50",85.73,
12025,09/06/2025,2780,6,15,11,,71.66,
12030,,689,14,10,9,1286.65,-,
12050,03-26-25,1697,52,14,5,1158.56,"258,79",
12070,01-22-26,1955,59,12,10,"787,87","51,10",
12097,2025/10/15,1138,50,15,4,"1.173,59",-,
12121,08-05-25,1750,41,1,8,"852,45",141.52,
12122,14-01-2025,2111,4,10,9,-,"22,70",
12123,2025/09/30,92,19,13,10,"534,78",97.32,
12125,27/01/2026,2899,74,12,1,"973,19",111.47,
12136,2025/01/26,1406,58,15,4,355.72,"64,44",
12138,2025/01/24,2561,73,3,8,1114.35,68.05,
12141,,939,40,12,10,299.23,,
12151,2025-05-25,246,70,5,8,280.54,,
12154,15/03/2025,1059,31,14,5,1486.70,"335,59",
12155,03/07/2025,2111,53,12,6,-,395.77,
12158,2025-06-18,1927,43,6,6,653.32,"119,28",
12181,13-01-2026,3592,19,8,4,1454.73,,
12189,2025/08/17,80,51,13,1,615.65,76.76,
12195,2025-12-15,2472,6,5,2,,"393,23",
12200,17-05-2025,2990,61,11,9,945.06,140.29,
12204,2025-02-10,325,46,10,9,,315.83,
12208,2025/12/14,2918,38,5,4,,-,
12215,04/04/2025,45,64,1,3,-,"35,13",
12216,11-09-2025,2044,19,1,2,"1,952.94",,
12238,2025/08/31,1253,46,4,4,251.59,50.15,
12254,2025-05-25,1726,120,8,9,1381.98,97.72,
12263,2025-10-05,1055,58,5,9,1401.55,193.78,
12288,2025/05/24,2830,62,8,12,184.14,45.74,
12289,2025/12/09,1407,8,15,2,-,214.59,
12290,28-03-2025,1498,32,11,1,"833,18",84.15,
12297,02/12/2025,2946,28,14,2,"1.648,37",-,
12304,17-11-2025,2980,64,12,11,"1,754.82",152.62,
12306,30/03/2025,2305,34,15,1,270.37,56.31,
12334,2025-12-10,2071,8,9,7,"1,646.02","139,50",
12340,20-02-2025,30,6,15,7,,99.29,
12348,2026-01-06,2746,48,10,5,598.58,79.25,
12349,2025-09-04,2413,8,14,4,91.99,21.49,
12350,01/06/2025,324,41,13,5,858.24,"128,28",
12356,,2954,59,11,4,1894.57,466.50,
12357,25-03-2025,2709,28,3,4,1170.86,230.96,
12358,2025/03/07,522,49,5,8,"1,004.74","179,46",
12361,18-11-2025,2974,21,8,1,1804.32,167.63,
12362,07-28-25,55,56,12,7,1616.35,170.82,
12371,27-06-2025,581,35,10,2,1414.10,72.87,
12374,2025-01-15,1173,61,2,4,1506.04,308.54,
12379,04/09/2025,1576,34,11,8,651.41,125.13,
12380,2025-09-11,1226,5,13,1,"557,73",100.55,
12387,08-19-25,1231,22,11,3,,28.60,
12392,02-07-26,2785,78,15,3,696.34,171.67,
12393,2025/07/09,2976,53,12,12,740.89,102.84,
12397,06-12-25,1911,66,15,3,1118.09,97.55,
12398,07-16-25,2387,41,5,11,607.77,,
12401,08-03-2025,2985,79,4,5,1959.32,476.26,
12407,20-08-2025,71,31,5,9,-,284.80,
12424,2025-08-11,2326,36,6,4,428.13,755.67,
12428,23/10/2025,427,13,2,6,250.57,31.04,
12431,04-09-2025,2130,48,7,1,284.63,25.44,
12438,02-16-26,1448,79,6,9,1671.29,85.04,
12449,,2598,23,11,7,1203.12,114.32,
12463,08/03/2025,366,37,7,12,,-,
12464,14-03-2025,1829,108,14,8,"253,99",42.99,
12481,29/01/2025,1670,78,10,5,170.23,"13,62",
12488,13/01/2025,1255,49,3,2,1576.16,-,
12491,11/01/2025,2708,6,14,3,793.30,127.22,
12494,2025-08-10,2624,71,7,5,1060.99,"155,21",
12495,31/12/2025,1568,42,10,10,"1,093.13","269,11",
12514,2025/12/16,729,116,13,1,,-,
12520,,283,102,4,7,235.00,,
12564,26-01-2025,1841,26,9,6,"1,602.71",,
12566,2025-01-18,224,4,8,5,"1.169,12","267,67",
12587,2025/07/08,1073,23,14,6,305.55,35.95,
12591,,442,35,6,11,1420.95,"101,53",
12636,25-03-2025,408,80,8,8,"1.096,29",194.55,
12641,09-15-25,26,72,5,7,342.01,33.20,
12642,02-23-25,1835,51,6,9,1493.46,,
12676,2025/11/25,1107,37,2,7,942.39,,
12689,28-03-2025,2559,77,4,7,"1,827.74",,
12696,11-03-25,2570,43,13,6,1273.80,78.01,
12697,06-13-25,1843,13,4,11,,344.54,
12702,2025-07-27,667,50,7,7,966.67,"214,49",
12711,06-01-25,142,21,8,9,1379.57,"302,02",
12722,21/06/2025,2671,104,13,9,1949.94,130.18,
12726,08/04/2025,2419,15,3,12,1008.20,110.31,
12748,2025/06/11,929,38,15,9,915.70,"48,13",
12756,09-30-25,1527,76,3,8,381.68,,
12759,26-11-2025,2419,8,7,3,1354.16,331.52,
12763,06/12/2025,2713,11,5,11,1339.75,"327,03",
12791,21/08/2025,2753,72,8,2,1630.20,"217,90",
12795,2025/03/30,1925,62,15,8,,911.71,
12820,,1119,18,9,7,"1.961,48","243,42",
12822,07-01-2025,710,21,11,9,763.14,71.01,
12823,01-14-25,2876,59,2,1,"1.119,16",132.44,
12831,,2198,23,5,6,1294.27,301.78,
12843,10-26-25,491,4,8,5,"925,08",108.93,
12845,2025/05/22,2555,26,14,9,1417.25,348.46,
12851,2025-09-10,1072,60,11,11,"1,514.25",-,
12858,2025/09/22,1829,22,14,4,1026.89,-,
12860,12-27-25,528,63,8,12,921.59,"102,11",
12875,31/08/2025,1023,18,1,11,-,,
12899,2025-11-16,382,73,2,1,,19.22,
12901,,1518,40,1,10,444.98,"33,00",
12903,06-11-2025,1495,6,9,2,"1.336,06",229.42,
12905,2025-03-26,1576,67,12,7,,258.90,
12924,02-02-2025,1805,49,3,11,-,112.96,
12925,2025-03-07,2823,28,4,7,68.51,15.45,
12933,23/05/2025,1536,5,15,5,58.25,-,
12936,31/07/2025,823,21,7,1,"1.473,43",196.17,
12942,,1293,64,5,2,-,18.18,
12947,25/04/2025,1086,74,10,2,338.33,-,
12954,2025/12/22,2010,56,8,10,1911.22,"227,92",
12960,09-01-25,2214,12,10,8,"1,254.93",-,
12965,16/07/2025,2231,53,10,6,649.26,"993,04",
12966,2025-05-25,283,28,5,10,824.82,128.23,
12983,16/10/2025,2349,41,12,12,1388.16,81.16,
12984,12-23-25,1756,47,6,5,484.96,,
12985,12-27-25,3647,38,10,1,"1.642,71","333,97",
12990,10-18-25,1524,32,14,8,1285.46,233.54,
12994,28-03-2025,2206,32,8,4,792.61,,
13000,04-17-25,1362,8,9,7,174.52,,
13009,2025-08-08,104,24,1,12,"70,74",,
13025,03-28-25,2539,68,9,11,"1,895.35","101,75",
13030,04-03-2025,1610,41,9,9,"1,292.28",212.55,
13041,02-12-25,992,12,1,12,1367.48,198.93,
13054,01/09/2025,1360,28,10,6,175.21,20.94,
13058,06-01-2026,1034,50,6,9,1160.43,"254,05",
13059,18/11/2025,1220,69,15,9,"349,41","52,51",
13060,2025/01/21,1506,29,1,7,631.38,103.79,
13072,2025/06/02,503,16,14,1,1907.20,210.17,
13088,10/05/2025,2682,48,1,6,436.23,"98,28",
13092,2025-02-16,1022,7,5,5,,,
13098,2025/01/03,736,18,8,9,"1,011.70",223.33,
13103,2025/05/23,78,33,12,10,892.54,84.76,
13104,2025/03/22,2430,3,12,8,"1.374,24",-,
13106,01-09-26,1870,77,2,2,"1,290.44",97.48,
13111,,434,34,12,5,1415.70,-,
13117,10/01/2025,1814,73,8,9,"765,28",,
13121,2025-09-06,1233,47,10,4,227.75,36.04,
13123,,2234,13,14,9,,309.21,
13124,2025-07-25,2986,23,1,1,,214.96,
13129,30/08/2025,99,20,3,12,-,121.73,
13134,07-24-25,3863,76,3,10,1677.69,"289,96",
13138,,2366,29,9,4,567.91,123.64,
13139,2025-09-14,1073,78,12,5,"1,333.85",216.31,
13151,12-01-25,2603,78,1,9,"1,011.12",-,
13155,25-07-2025,1173,39,6,1,"598,22",,
13156,,1091,26,15,1,"1.068,98",149.63,
13167,2026/02/01,815,55,7,5,1497.70,222.32,
13172,10-13-25,1174,1,13,6,101.44,14.53,
13175,2025-10-02,1627,14,5,11,"1,470.68",363.35,
13190,04-18-25,2105,24,2,2,"1.049,26",159.14,
13199,2025/05/19,382,68,11,12,353.40,"49,20",
13217,2025/04/01,410,26,4,9,131.96,,
13227,15/03/2025,2412,25,12,8,"1.400,20",340.59,
13228,2025-09-29,2802,44,11,5,221.49,49.48,
13231,27/04/2025,3831,41,8,9,1347.53,"269,25",
13235,2025-01-18,785,20,7,9,1301.92,285.31,
13241,2025-11-13,738,64,15,4,"1,632.83",156.38,
13259,,1047,4,12,10,379.72,76.84,
13265,08-12-2025,1615,68,6,5,677.54,,
13267,2026-02-08,2239,36,7,3,917.22,-,
13271,14-08-2025,2254,25,5,6,1080.45,202.88,
13275,,1156,17,4,7,0.00,,
13279,09-02-2025,738,63,15,7,447.09,,
13300,30/10/2025,785,9,14,3,1818.71,171.88,
13304,2025-09-24,29,1,4,5,"1,332.30",262.61,
13316,,2555,18,3,8,"-961,83",77.85,
13329,27-04-2025,2701,7,3,10,1944.16,361.17,
13342,12-31-25,258,1,10,1,1038.05,129.97,
13343,2025-06-28,1595,41,12,3,"1.995,33","111,69",
13355,,1815,34,6,3,-,13.81,
13356,08-01-25,2482,13,4,12,220.97,"23,12",
13367,2025/12/19,885,5,13,3,224.39,23.20,
13369,2025/02/06,2480,13,9,1,493.75,42.42,
13371,07/01/2026,1978,9,2,10,935.32,229.21,
13373,09-05-2025,1574,16,2,12,1905.34,269.29,
13375,,481,35,14,3,-,227.42,
13382,,2342,9,12,6,1360.53,"92,02",
13383,27-05-2025,2326,73,15,4,312.04,24.96,
13392,25-08-2025,2969,32,1,4,"1,891.67",186.84,
13395,2025/04/12,2548,44,1,5,154.22,34.21,
13397,01-12-26,928,55,8,1,,11.13,
13398,19/01/2026,2461,54,10,10,327.56,22.02,
13407,2025-02-09,337,21,7,7,,"468,19",
13412,28-10-2025,1545,44,11,12,335.99,20.17,
13416,,241,18,11,7,,159.61,
13424,07-11-2025,537,78,1,3,"576,94","67,69",
13430,01-03-26,2840,17,7,8,660.98,"112,61",
13439,11-04-25,2360,31,10,10,"1,710.31",352.43,
13457,29-03-2025,1989,28,8,8,138.58,"17,72",
13461,02/11/2025,1129,58,1,3,"1,152.19",70.24,
13475,2025/08/18,2662,55,1,6,566.48,103.38,
13498,03-09-25,1587,110,15,10,"0,00",8.40,
13503,2025-07-25,577,19,1,4,126.36,,
13518,20/05/2025,2847,38,7,11,-,-,
13523,,1962,50,5,2,1563.65,,
13532,01/02/2026,2436,27,6,2,1599.52,"2,343.96",
13536,2025-08-27,1861,80,9,8,"1.856,42",297.60,
13538,27-04-2025,2451,25,9,11,,"51,06",
13541,15/05/2025,191,19,8,6,,-,
13548,2025/03/30,2577,42,9,12,1750.76,427.77,
13550,2025/03/27,710,37,14,2,,359.87,
13552,21-06-2025,1253,37,13,1,496.80,,
13562,03-08-2025,589,27,8,10,593.04,"97,78",
13563,11-21-25,2254,34,9,2,744.79,"169,22",
13564,26-10-2025,2505,43,9,4,1002.44,76.51,
13566,08-05-2025,2037,56,4,2,1674.99,"382,11",
13577,,2378,91,11,9,1185.41,211.80,
13581,08-14-25,179,24,10,9,-,"232,11",
13583,24/04/2025,1749,46,15,10,459.43,55.59,
13585,,1476,49,10,7,283.00,54.84,
13597,2025/05/16,1232,40,9,4,"589,95","101,55",
13602,2025-01-28,130,73,15,5,206.47,"46,54",
13603,2025-08-09,380,50,7,6,691.54,"148,28",
13611,09-19-25,514,39,3,12,,"146,19",
13612,,2668,54,14,9,175.53,13.08,
13622,2025/08/05,2239,7,8,10,392.94,,
13628,10-08-25,2617,16,6,12,787.58,,
13638,04-05-25,800,27,10,2,"266,86","40,67",
13640,06-13-25,2356,39,5,1,"1,850.94",377.70,
13645,03/01/2025,1120,13,7,7,1504.26,"208,49",
13655,2025-02-12,1814,3,5,2,"1.338,63",225.34,
13661,26-11-2025,2573,111,15,5,1906.95,271.58,
13678,07-02-2026,2447,62,9,12,273.57,16.72,
13683,,1434,63,1,11,,"98,75",
13694,2025/02/04,835,33,2,11,1772.28,-,
13695,18/08/2025,1317,19,1,4,275.35,"44,59",
13700,25/01/2025,1137,8,5,3,1701.31,"209,13",
13709,2025-10-05,2213,3,4,10,1397.32,,
13712,2025/07/17,1456,28,4,10,78.83,"7,46",
13732,22/03/2025,2525,39,3,7,429.94,27.76,
13733,2025-11-12,2256,18,5,2,"1,014.12","248,65",
13751,2025/07/24,1653,39,15,5,"1,173.55",102.12,
13761,31/07/2025,421,51,3,5,"1.077,94",-,
13773,2025/08/17,1721,34,2,12,1042.46,,
13774,2025/05/11,2844,40,10,3,363.77,30.56,
13799,2025-04-17,743,45,2,7,"1.118,95","96,49",
13803,17-04-2025,572,51,8,11,,228.92,
13804,06/09/2025,1742,40,2,2,"813,79","111,66",
13828,05-11-2025,2912,80,6,9,-,"167,27",
13829,2025-05-08,1175,66,2,4,976.60,126.67,
13836,2025/10/31,2768,72,3,5,359.47,"87,41",
13847,2025/01/11,2838,7,11,10,"219,35",25.40,
13850,2026/01/31,1652,23,5,8,"1,357.42",84.08,
13852,06-03-25,1134,49,7,11,"195,73",28.25,
13857,13/12/2025,916,41,11,8,1716.98,106.96,
13860,28/01/2025,286,42,9,8,"1,975.09","217,72",
13873,2026-01-13,1924,14,9,6,780.43,"148,82",
13875,23/11/2025,234,62,8,8,1897.23,325.38,
13887,2026-02-19,1017,64,11,5,"1.674,72",,
13888,11-04-2025,1356,43,2,8,717.36,114.57,
13892,09-19-25,763,74,11,10,214.92,34.47,
13895,2025/02/05,1840,42,3,11,667.58,118.99,
13901,03-01-2026,118,18,6,11,517.43,"45,47",
13909,2026/02/05,2388,79,2,8,,137.79,
13919,12/09/2025,2727,95,12,5,"611,63","129,11",
13921,2025/06/17,384,33,1,9,"145,77",35.49,
13922,26-04-2025,2641,37,12,7,"1.377,42","295,89",
13929,2025/03/03,1586,15,5,12,743.11,"90,80",
13936,12-31-25,735,34,1,3,1667.70,346.72,
13942,25-01-2026,1969,50,4,7,"1.552,69",344.24,
13947,19/01/2025,2841,15,2,12,709.26,37.75,
13980,18/10/2025,2714,54,13,11,300.29,44.70,
13982,2025-03-23,2270,7,11,9,"162,48","16,22",
13987,2025/11/27,522,14,9,6,"1.903,45",,
13989,,94,67,13,12,"1,779.81",,
13994,2025/04/29,2173,35,8,10,"1.658,06",206.27,
14002,2025-08-08,1138,21,11,9,926.91,136.80,
14003,04-25-25,1690,99,2,11,,304.67,
14010,26/01/2026,2405,47,11,10,1645.67,"405,48",
14013,2025/06/10,1762,14,12,10,"601,90",119.30,
14020,03-02-2025,991,17,6,11,"221,49",43.84,
14023,08-12-25,1082,36,2,10,"1,989.15",249.00,
14026,14-08-2025,1457,3,2,11,854.00,180.48,
14032,2025/10/09,1784,71,11,12,-,289.86,
14035,2025/05/30,767,9,10,8,410.66,99.10,
14045,03-09-25,385,31,15,8,448.58,,
14048,,2639,4,8,2,"1.732,54",349.15,
14069,2025/04/06,1018,48,7,7,"447,74",,
14075,2025/02/04,1681,24,12,1,-,,
14092,2026/01/07,1621,34,13,12,"1.311,11",240.99,
14105,2025-10-22,2458,26,4,2,1846.98,394.35,
14111,08/04/2025,2341,79,14,5,"401,44",,
14113,2025/11/29,367,2,8,8,,,
14134,25/05/2025,3896,14,10,5,1196.50,"206,84",
14139,11/01/2025,951,41,1,12,102.62,,
14145,,1049,21,9,7,"1,236.80",298.48,
14154,09-21-25,2063,46,1,11,1026.47,"171,92",
14168,01-03-2025,824,79,5,11,1441.00,"195,26",
14174,2025/05/01,2341,15,6,6,512.70,27.43,
14175,2025-03-10,426,40,4,10,"311,39",-,
14191,2025-01-10,575,15,11,7,"390,63",45.38,
14203,05-09-25,1731,69,1,1,,1889.33,
14206,19/01/2025,1895,24,13,12,1375.49,303.98,
14209,01-01-2026,2750,40,15,5,"1,443.25","263,49",
14215,01/01/2026,2641,79,4,12,"1,641.41",223.13,
14220,10/08/2025,2099,28,9,12,315.30,,
14230,,1389,35,6,5,,77.81,
14238,2025/01/20,716,70,13,11,526.60,"33,50",
14248,2025/07/12,950,10,11,10,"1.621,57",158.27,
14250,2026-02-11,743,42,1,1,582.58,98.68,
14251,2026/01/09,1886,97,12,3,248.76,12.95,
14272,02-06-2025,1569,14,12,3,356.96,-,
14277,2025/07/08,2888,77,3,4,-,405.31,
14279,12-07-2025,1671,18,13,9,1148.81,-,
14286,2025/11/25,2722,64,13,12,89.56,10.65,
14290,12/02/2025,1119,3,9,4,1880.45,2439.97,
14293,01-18-26,1607,2,5,7,"181,46",30.98,
14305,2025/01/02,103,34,7,8,387.68,"37,39",
14308,26-09-2025,944,20,2,11,236.63,57.83,
14310,,2033,3,2,9,704.72,105.52,
14313,09-13-25,683,51,11,5,610.37,87.74,
14322,23/06/2025,2743,63,8,5,288.48,57.27,
14326,14/08/2025,3714,70,5,9,1311.94,,
14353,2025/08/09,522,80,15,4,-1211.31,252.58,
14361,03-06-2025,683,17,13,5,,"30,04",
14392,26-01-2025,1754,74,1,9,,-,
14393,,2513,1,13,8,,80.87,
14396,27/06/2025,2086,79,11,1,"1,906.03",382.88,
14397,,135,38,14,1,"981,82",143.17,
14401,2025-12-01,1435,40,4,12,,"152,56",
14414,05-03-2025,1628,11,9,5,"199,80","45,13",
14420,07-06-2025,2705,67,5,12,,260.93,
14458,2025-07-10,1103,35,6,9,"230,91",55.21,
14465,2025/12/19,1543,19,3,5,"1,975.47",371.59,
14480,,1250,37,10,11,,46.30,
14481,25/08/2025,620,33,12,7,"1,296.84",76.65,
14490,2025-12-09,2436,42,8,2,1690.75,"273,11",
14499,05-08-25,1314,63,4,1,"1.893,41","370,80",
14512,04/03/2025,2897,62,6,10,791.32,"56,92",
14536,2025/12/07,241,68,6,4,"1,779.96","3.024,60",
14545,14/02/2026,1265,34,7,2,"894,38",99.73,
14558,16/09/2025,326,6,15,5,757.55,178.51,
14559,2025-01-09,1666,33,5,12,348.89,52.74,
14560,20/04/2025,2372,17,8,7,0.00,-,
14561,07/03/2025,579,54,7,6,"1,282.68",227.18,
14563,07-02-2025,428,23,13,4,,36.79,
14582,,806,17,9,9,544.90,660.49,
14586,06-11-25,1538,43,11,2,"1.555,73",227.67,
14601,25-10-2025,891,33,11,7,420.95,56.97,
14622,2025/03/13,2393,25,15,7,"326,45",46.60,
14630,08-01-2026,2736,75,2,1,"424,09",96.27,
14634,2025/12/28,1679,71,2,4,"1.259,27",199.21,
14638,15-09-2025,1106,65,4,8,607.70,147.70,
14643,09-02-25,517,100,14,5,1800.17,146.84,
14652,2025-06-17,2818,17,15,5,984.83,"127,70",
14653,06-13-25,2886,19,3,9,692.45,64.18,
14665,,2430,11,3,4,1488.06,"307,66",
14666,,1064,49,9,12,,34.53,
14668,19/04/2025,824,60,6,4,1959.11,363.94,
14672,13/11/2025,514,25,10,10,,195.68,
14676,2025/05/26,1914,70,14,1,-,172.68,
14678,,2257,26,7,2,440.93,87.84,
14682,08-14-25,1784,47,8,5,1981.33,122.05,
14691,,243,17,9,9,1294.02,260.93,
14698,16-06-2025,851,12,9,1,,25.26,
14700,,1309,40,2,2,"314,11",39.54,
14707,2025-09-05,1643,79,9,2,"1.006,86",107.83,
14711,05/02/2025,2362,47,14,9,202.53,"27,77",
14720,,2835,53,3,12,136.63,"20,61",
14735,2025/03/13,460,49,3,10,1448.29,"333,93",
14742,27-05-2025,624,8,10,9,1070.22,,
14743,2025/06/13,201,16,10,6,"1,506.71",148.87,
14749,26-05-2025,923,25,10,5,1923.39,-,
14753,19/07/2025,409,41,10,6,544.93,88.76,
14818,,1780,16,14,1,146.92,"22,86",
14827,2026-01-11,2194,47,10,12,201.01,30.45,
14828,24/05/2025,820,71,15,3,1501.74,226.51,
14833,2026-01-13,2467,30,12,4,487.64,87.20,
14842,2025/03/10,1822,14,4,9,969.64,"105,63",
14844,2025/03/22,1836,73,9,10,426.85,42.62,
14846,2025/09/21,1649,68,10,4,1934.29,299.27,
14870,2025-01-15,1140,8,11,7,289.17,20.58,
14871,2025/05/26,1332,56,2,6,919.43,"154,33",
14873,19-08-2025,2344,34,10,10,-,"242,16",
14874,07-24-25,1145,53,2,7,1272.95,97.18,
14876,05-09-25,2476,78,14,11,"449,72",76.10,
14879,10-28-25,1926,80,2,11,426.58,95.98,
14895,14/07/2025,1761,50,8,11,901.19,205.13,
14902,05-05-2025,1493,63,14,7,1560.49,234.22,
14929,22-04-2025,2622,62,15,5,,73.64,
14947,02-15-26,941,52,8,1,612.90,61.14,
14958,24-03-2025,1856,12,3,5,"1.926,64",-,
14965,05-11-2025,561,46,9,11,777.13,173.08,
14989,10/02/2026,1892,27,2,10,"631,29",,
15001,05-06-2025,875,45,7,5,,,
15009,29/12/2025,2318,73,4,8,1120.29,113.55,
15015,2025/11/09,510,24,12,6,"555,62",133.12,
15017,30/12/2025,1249,55,11,5,1169.43,128.13,
15023,2025-01-01,1138,50,8,1,0.00,277.64,
15027,2025/09/09,1756,53,7,1,1463.44,96.60,
15033,,2519,26,15,5,249.15,"55,27",
15038,2025-09-21,933,66,5,12,"1,269.56",194.61,
15039,2025-07-04,2599,19,1,8,"88,85",15.68,
15040,2025-11-30,1887,78,11,3,126.07,"8,37",
15041,09-11-2025,939,40,11,2,"1,987.63","306,77",
15049,11-11-2025,2821,5,10,12,,32.65,
15053,05-09-2025,779,61,5,10,759.86,"139,28",
15060,2025/12/24,1468,74,12,8,"1.798,59",,
15066,09-08-25,2999,17,15,6,,,
15067,24/09/2025,2342,6,8,1,1084.98,-,
15075,2025-01-08,2038,31,15,10,"1,387.31",,
15076,03/04/2025,94,66,3,11,,"217,72",
15095,07-29-25,1739,25,2,9,1006.31,246.08,
15096,14-05-2025,1228,69,14,6,"1,501.98",,
15101,2025-08-09,1333,59,15,11,1318.49,154.35,
15106,26/08/2025,1041,49,15,9,1221.04,"66,53",
15111,2025-09-20,1355,3,9,11,,,
15117,2026/01/03,1912,41,2,3,,227.86,
15119,2025-04-28,1669,77,3,9,640.20,"76,62",
15124,2025/02/04,2077,44,5,4,"1,183.66",283.00,
15141,,1353,61,7,3,"1.402,91",262.79,
15150,2025/02/15,580,72,9,7,"98,86",19.14,
15156,13-02-2026,2919,6,4,7,1210.14,"130,48",
15157,24-05-2025,655,78,11,12,1947.91,104.11,
15168,03-30-25,922,31,9,7,"1,632.38","2.181,99",
15184,,2544,38,11,4,747.73,127.43,
15188,08-06-25,1027,68,8,5,,"185,23",
15194,05/10/2025,235,62,1,1,857.63,64.36,
15202,2025-01-24,2272,48,4,3,,,
15204,04-26-25,2891,72,6,2,"1.811,13",436.23,
15211,23-10-2025,1105,46,4,2,405.60,"50,33",
15214,25/11/2025,139,1,3,7,510.69,-,
15218,07-08-25,1620,42,1,2,"1.333,96",158.76,
15233,11/06/2025,56,39,15,12,"829,86",69.42,
15237,17-08-2025,1793,15,15,6,"1,372.67",170.12,
15242,2025-04-15,2026,33,1,8,1309.37,"170,03",
15251,01-22-26,1727,35,11,5,485.15,"86,00",
15255,18/11/2025,2754,16,14,8,486.49,25.47,
15257,18/09/2025,172,56,5,6,"935,47","115,94",
15262,16/08/2025,1415,27,3,5,1300.72,"80,67",
15273,02-02-2026,2586,31,7,7,1913.89,119.63,
15276,01-14-26,2995,27,8,4,,291.34,
15292,11-01-25,2853,47,11,1,-,8.87,
15295,23-03-2025,2101,42,13,11,218.50,-,
15304,05-03-2025,1596,22,10,9,"1.643,67",268.60,
15306,2025/10/09,1257,38,9,5,1760.51,310.64,
15314,2025/03/01,307,71,9,3,"1,016.74",-,
15315,11/10/2025,1027,3,9,4,"1.639,50",384.97,
15322,2025-12-20,462,32,5,4,"1.185,77",241.22,
15357,28-11-2025,2775,25,2,6,1294.94,65.42,
15359,09-02-2025,1704,37,12,5,1705.64,225.97,
15379,07-01-25,1846,80,7,12,"256,84","29,10",
15380,10-08-2025,2339,29,8,3,412.27,"91,74",
15391,05/07/2025,653,24,7,9,,"70,41",
15392,2025/07/15,1521,76,6,1,"1.347,37",116.28,
15397,01-02-26,1356,66,10,10,711.10,-,
15404,2025/04/20,184,53,15,5,608.80,107.11,
15405,28/07/2025,696,73,14,5,,"47,93",
15406,09-07-2025,2168,50,4,3,"1.056,28",,
15410,2025/05/30,1824,49,13,11,1229.84,,
15411,2025-11-27,2926,12,5,1,-,191.04,
15423,18/03/2025,2377,17,3,4,213.60,28.57,
15442,2025-12-23,1134,64,9,8,"1,186.40",-,
15445,2025-04-30,1391,35,7,3,1124.32,"65,42",
15452,08-06-2025,149,24,14,8,749.17,"172,60",
15467,02-18-25,859,25,7,5,904.86,,
15482,2025-09-28,1543,34,13,9,"1,945.40",403.14,
15489,09-21-25,189,64,7,11,"284,57",17.00,
15490,2025/11/25,1819,22,5,2,1491.72,144.30,
15492,,756,71,8,1,661.86,33.98,
15509,2025-02-01,702,3,9,6,"1,407.07",114.06,
